case_id,model,family,section,ground_truth,prediction,prediction_normalized,differentials,category,justification
19002.0,Gemini 3.1 Pro,proprietary,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The prediction ""Ganglioneuroma"" is a plausible differential diagnosis from the provided list, as it belongs to the same neuroblastic tumor spectrum as the ground truth ""Retroperitoneal ganglioneuroblastoma-intermixed,"" but it is the wrong specific entity."
19044.0,Gemini 3.1 Pro,proprietary,Neuroradiology,Chorea-acanthocytosis,Huntington’s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome",c,"The prediction ""Huntington's disease"" is a plausible differential diagnosis that was on the provided list, sharing overlapping choreiform features with chorea-acanthocytosis, but is the wrong specific diagnosis."
19067.0,Gemini 3.1 Pro,proprietary,Paediatric radiology,Cystic pulmonary tuberculosis,Pneumocystis jirovecii pneumonia,pneumocystis jirovecii pneumonia,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome",c,"The prediction ""Pneumocystis jirovecii pneumonia"" is a plausible differential diagnosis that was on the provided list, as it can present with cystic lung changes, but it is incorrect compared to the ground truth of ""Cystic pulmonary tuberculosis."""
19070.0,Gemini 3.1 Pro,proprietary,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Malignant peripheral nerve sheath tumour,malignant peripheral nerve sheath tumour,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour",c,"The prediction ""Malignant peripheral nerve sheath tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Clear cell soft tissue sarcoma with melanocytic differentiation."""
19086.0,Gemini 3.1 Pro,proprietary,Abdominal imaging,Oesophageal-vulvar syndrome,Benign mesenchymal tumour,benign mesenchymal tumour,"Lymphoma, Sarcoma, Benign mesenchymal tumour, Oesophageal-vulvar syndrome",c,"The prediction ""Benign mesenchymal tumour"" is a plausible differential diagnosis that was on the provided list, but is incorrect as the ground truth is ""Oesophageal-vulvar syndrome."""
19101.0,Gemini 3.1 Pro,proprietary,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis",c,"The prediction ""Myelin oligodendrocyte glycoprotein antibody disease (MOGAD)"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Neuro-Behçet's disease,"" making this a clinically defensible but incorrect choice among the listed differentials."
19110.0,Gemini 3.1 Pro,proprietary,Others,Inflammatory myofibroblastic tumour,Ovarian epithelial cystadenoma,ovarian epithelial cystadenoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma",c,"The prediction ""Ovarian epithelial cystadenoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Inflammatory myofibroblastic tumour."""
19116.0,Gemini 3.1 Pro,proprietary,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma",c,"The prediction ""Dysgerminoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer is ""Mixed malignant ovarian germ cell tumour,"" which may contain dysgerminoma as a component but represents a distinct diagnostic entity."
19138.0,Gemini 3.1 Pro,proprietary,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma",c,"The prediction ""Classical osteosarcoma"" is a plausible differential diagnosis that was on the provided list, but the correct answer was the more specific ""Chondroblastic osteosarcoma"" subtype; both are osteosarcomas, and the model's choice was clinically defensible but wrong."
19140.0,Gemini 3.1 Pro,proprietary,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis",c,"The prediction ""Infection by Mycobacterium tuberculosis"" is a plausible differential diagnosis that was on the provided list, involving a closely related mycobacterial species, but is the wrong specific entity compared to the ground truth ""Infection by Mycobacterium avium."""
19141.0,Gemini 3.1 Pro,proprietary,Neuroradiology,Anaplastic meningioma (WHO Grade III),Dural metastasis,dural metastasis,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis",c,"The prediction ""Dural metastasis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; both dural metastasis and anaplastic meningioma can present as dural-based lesions, making this a clinically defensible but wrong choice."
19161.0,Gemini 3.1 Pro,proprietary,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections",c,"The prediction ""Tuberculous tenosynovitis"" is a plausible differential diagnosis on the provided list, but the correct answer is ""Mycobacterium kansasii tenosynovitis,"" a different mycobacterial species causing tenosynovitis."
18829.0,DeepSeek-R1,open_large,Abdominal imaging,Ischiorectal liposarcoma,Tailgut cyst,tailgut cyst,"Extragonadal germ cell tumour, Ischiorectal liposarcoma, Dermoid cyst, Tailgut cyst, Perineal epidermal cyst, Anterior sacral meningocele",c,"The prediction ""Tailgut cyst"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis was ""Ischiorectal liposarcoma."""
18836.0,DeepSeek-R1,open_large,Paediatric radiology,"OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",,,"VACTERL association, Caudal regression syndrome, Pentalogy of Cantrell, Beckwith-Wiedemann syndrome, OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",e,"The model's prediction is empty, containing no identifiable diagnosis."
18878.0,DeepSeek-R1,open_large,Paediatric radiology,Metastatic pro-B type acute lymphoblastic leukaemia,Sarcoidosis,sarcoidosis,"Metastatic pro-B type acute lymphoblastic leukaemia, Lymphoma, Primary visceral organ malignancies, Sarcoidosis",c,"The prediction ""Sarcoidosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Metastatic pro-B type acute lymphoblastic leukaemia."""
18881.0,DeepSeek-R1,open_large,Paediatric radiology,Duodenum inversum,Intestinal malrotation,intestinal malrotation,"Duodenum inversum, Redundant duodenum, Intestinal malrotation",c,"The prediction ""Intestinal malrotation"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Duodenum inversum,"" a distinct entity involving an inverted duodenal configuration."
18890.0,DeepSeek-R1,open_large,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome",c,"The prediction ""Sarcoidosis"" is a plausible differential diagnosis that was on the provided list, but is incorrect; the correct diagnosis was ""Choroidal detachment and posterior scleritis."""
18897.0,DeepSeek-R1,open_large,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia",c,"The prediction ""Liposarcoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the correct diagnosis was ""Central/low-grade osteosarcoma."""
18906.0,DeepSeek-R1,open_large,Neuroradiology,Calcified pseudoneoplasm of the neuraxis,Calcified cavernoma,calcified cavernoma,"Calcified meningioma, Calcified cavernoma, Calcified pseudoneoplasm of the neuraxis, Oligodendrogliomas, Choroid plexus papilloma",c,"The prediction ""Calcified cavernoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Calcified pseudoneoplasm of the neuraxis."""
18919.0,DeepSeek-R1,open_large,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst",c,"The prediction ""Mucinous cystic neoplasm"" is a plausible differential diagnosis that was on the provided list, as both it and lymphoepithelial cysts are pancreatic cystic lesions, but it is the wrong specific diagnosis."
18927.0,DeepSeek-R1,open_large,Head & neck imaging,Skull base chondrosarcoma,Skull base chordoma,skull base chordoma,"Skull base chordoma, Skull base chondrosarcoma, Skull base paraganglioma, Giant cell tumour of the skull base, Langerhans cell histiocytosis of the skull base",c,"The prediction ""Skull base chordoma"" is a plausible differential diagnosis that was on the provided list, as both chordoma and chondrosarcoma are skull base tumors with overlapping imaging features, but it is the wrong specific entity."
18935.0,DeepSeek-R1,open_large,Neuroradiology,Intracranial tuberculoma,High-grade glioma,high-grade glioma,"High-grade glioma, Solitary brain metastasis, Intracranial tuberculoma, Infective aetiology (tuberculous/fungal)",c,"The prediction ""High-grade glioma"" is a plausible differential diagnosis that was on the provided list, but the correct diagnosis was ""Intracranial tuberculoma."""
18948.0,DeepSeek-R1,open_large,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis",c,"The prediction ""Hibernoma"" is a plausible differential diagnosis that was on the provided list, as both hibernoma and myelolipoma are fat-containing soft tissue lesions, but it is the incorrect specific diagnosis."
18950.0,DeepSeek-R1,open_large,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type II (IP-2),cochlear incomplete partition type ii ip-2,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)",b,"The prediction ""Cochlear incomplete partition type II (IP-2)"" is in the same disease family (cochlear incomplete partition) as the ground truth ""Cochlear incomplete partition type III (IP-3)"" but is the wrong specific subtype."
18951.0,DeepSeek-R1,open_large,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis [4,biventricular endomyocardial fibrosis 4,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]",a,"The prediction ""Biventricular endomyocardial fibrosis [4"" is a truncated version of the correct answer ""Biventricular endomyocardial fibrosis [4,6]"" and identifies the same condition, differing only due to incomplete text capture."
18974.0,DeepSeek-R1,open_large,Abdominal imaging,Accessory liver lobe,Focal nodular hyperplasia,focal nodular hyperplasia,"Ectopic liver lobe, Accessory liver lobe, Lymph nodes, Focal nodular hyperplasia, Hypertrophic papillary process of the caudate lobe",c,"The prediction ""Focal nodular hyperplasia"" is a plausible differential diagnosis that was on the provided list, but the correct answer was ""Accessory liver lobe."""
18993.0,DeepSeek-R1,open_large,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma",c,"The prediction ""Hepatic cholangiocarcinoma"" is a plausible differential diagnosis that was on the provided list, but is incorrect, as the ground truth is ""Primary hepatic adenosarcoma."""
19002.0,DeepSeek-R1,open_large,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma",c,"The model selected ""Ganglioneuroma"" from the differential list, which is a closely related neuroblastic tumor but is the wrong specific diagnosis; ganglioneuroma and ganglioneuroblastoma-intermixed are distinct entities along the neuroblastic tumor spectrum, and ganglioneuroma was a plausible but incorrect choice."
